random,epoch,1,2,3
1,99,0.6425000000000001,0.6113000000000001,0.6585000000000001
2,39,0.6273000000000001,0.641,0.6502
3,19,0.5938,0.6791,0.6357
4,159,0.6928000000000001,0.6883,0.6456000000000001
5,99,0.5655,0.5899,0.6989000000000001
6,179,0.5107,0.5572,0.6402
7,39,0.5434,0.5404,0.6319
8,79,0.6646000000000001,0.6098,0.6357
9,139,0.6303000000000001,0.622,0.5373
10,99,0.6258,0.6684,0.5602
11,19,0.625,0.5686,0.6159
12,19,0.6593,0.6402,0.6288
13,79,0.657,0.6204000000000001,0.6631
14,39,0.6212,0.6669,0.7088
15,19,0.6707000000000001,0.6555000000000001,0.6014
16,59,0.6227,0.7188,0.7012
17,19,0.6974,0.7081000000000001,0.5938
18,39,0.577,0.6067,0.6837000000000001
19,79,0.638,0.6745,0.6715
20,199,0.7172000000000001,0.67,0.6296
21,59,0.6997,0.6806,0.7241000000000001
22,79,0.6052000000000001,0.48250000000000004,0.5663
23,39,0.6707000000000001,0.6418,0.5541
24,39,0.737,0.705,0.5640000000000001
25,19,0.5534,0.7165,0.638
26,199,0.6204000000000001,0.6265000000000001,0.6463
27,99,0.6631,0.6997,0.5412
28,79,0.6745,0.6936,0.6905
29,179,0.6197,0.5716,0.625
30,79,0.6326,0.7713,0.44820000000000004
31,59,0.7088,0.6761,0.5038
32,39,0.6227,0.6738000000000001,0.6753
33,99,0.6044,0.6296,0.5838
34,179,0.6662,0.6456000000000001,0.6852
35,179,0.6547000000000001,0.6623,0.6829000000000001
36,199,0.6425000000000001,0.6471,0.654
37,19,0.6966,0.6684,0.6646000000000001
38,19,0.641,0.6456000000000001,0.5945
39,39,0.6159,0.6227,0.5381
40,79,0.6113000000000001,0.6204000000000001,0.641
41,59,0.6547000000000001,0.5526,0.5633
42,59,0.6784,0.6921,0.6517000000000001
43,39,0.5312,0.6654,0.7325
44,19,0.6951,0.7066,0.657
45,19,0.6547000000000001,0.6014,0.49470000000000003
46,179,0.5991000000000001,0.6014,0.5145000000000001
47,19,0.6692,0.6684,0.45430000000000004
48,79,0.7302000000000001,0.6486000000000001,0.6151
49,79,0.5968,0.7088,0.6555000000000001
50,19,0.5,0.7088,0.6456000000000001
51,59,0.6067,0.5655,0.5907
52,79,0.6494,0.5823,0.5968
53,179,0.6875,0.6486000000000001,0.5648000000000001
54,19,0.6799000000000001,0.6181,0.5259
55,19,0.6029,0.6486000000000001,0.5739000000000001
56,39,0.6021000000000001,0.6463,0.6623
57,79,0.7226,0.7043,0.7127
58,59,0.7088,0.58,0.5526
59,59,0.6288,0.6463,0.5373
60,19,0.6616000000000001,0.7127,0.6989000000000001
61,59,0.5305,0.5945,0.6288
62,19,0.6265000000000001,0.5236000000000001,0.6166
63,79,0.7005,0.6715,0.6319
64,179,0.6578,0.6418,0.6014
65,99,0.7523000000000001,0.628,0.7271000000000001
66,19,0.7165,0.641,0.5198
67,99,0.6913,0.6723,0.5427000000000001
68,19,0.6692,0.6494,0.5282
69,19,0.6723,0.6654,0.6059
70,79,0.7264,0.6387,0.6532
71,79,0.6349,0.503,0.5549000000000001
72,79,0.6723,0.6006,0.532
73,199,0.6235,0.5777,0.6372
74,99,0.6829000000000001,0.6235,0.6067
75,59,0.6662,0.6418,0.6852
76,99,0.6646000000000001,0.5709000000000001,0.6288
77,19,0.6707000000000001,0.6585000000000001,0.609
78,179,0.6334000000000001,0.6951,0.6136
79,199,0.5671,0.5899,0.5968
80,79,0.6601,0.5785,0.6623
81,139,0.6288,0.5572,0.5755
82,99,0.6448,0.7462000000000001,0.6532
83,79,0.6098,0.6776,0.641
84,19,0.6677000000000001,0.6997,0.7393000000000001
85,79,0.6311,0.6517000000000001,0.6852
86,59,0.5099,0.5892000000000001,0.6166
87,59,0.6433,0.593,0.6014
88,19,0.5564,0.5762,0.6364000000000001
89,39,0.5732,0.6578,0.6151
90,179,0.7195,0.6791,0.6997
91,39,0.673,0.6989000000000001,0.5671
92,179,0.5534,0.5297000000000001,0.7188
93,99,0.7157,0.5823,0.6471
94,19,0.6852,0.6235,0.5793
95,19,0.7111000000000001,0.6715,0.6113000000000001
96,159,0.7012,0.5686,0.7012
97,119,0.5694,0.6616000000000001,0.6319
98,79,0.67,0.6486000000000001,0.6387
99,59,0.6837000000000001,0.7271000000000001,0.6814
100,59,0.5976,0.6829000000000001,0.6227
