Target,Dataset,Model,ACC,PRE,REC,F1,AUC,CM,TN,FP,FN,TP,Specificity,Sensitivity
PET&DX,"NDD STRING
No APOE",SVM Linear,0.5625,0.571428571428571,0.888888888888889,0.695652173913043,0.619047619047619,"[[ 2 12]
 [ 2 16]]",5,9,8,10,0.5555555556,0.3571428571
PET&DX,"NDD STRING
No APOE",SVM RBF,0.5,0.535714285714286,0.833333333333333,0.652173913043478,0.373015873015873,"[[ 1 13]
 [ 3 15]]",0,14,0,18,1,0
PET&DX,"NDD STRING
No APOE",Logistic Regression,0.46875,0.526315789473684,0.555555555555556,0.54054054054054,0.452380952380952,"[[ 5  9]
 [ 8 10]]",5,9,8,10,0.5555555556,0.3571428571
PET&DX,"NDD STRING
No APOE",Random Forest,0.53125,0.565217391304348,0.722222222222222,0.634146341463415,0.498015873015873,"[[ 4 10]
 [ 5 13]]",4,10,3,15,0.8333333333,0.2857142857
PET&DX,"NDD STRING
No APOE",SVM Linear,0.53125,0.551724137931034,0.888888888888889,0.680851063829787,0.46031746031746,"[[ 1 13]
 [ 2 16]]",0,14,0,18,1,0
PET&DX,"NDD STRING
No APOE",SVM RBF,0.5625,0.5625,1,0.72,0.5,"[[ 0 14]
 [ 0 18]]",0,14,0,18,1,0
PET&DX,"NDD STRING
No APOE",Logistic Regression,0.5,0.541666666666667,0.722222222222222,0.619047619047619,0.488095238095238,"[[ 3 11]
 [ 5 13]]",3,11,5,13,0.7222222222,0.2142857143
PET&DX,"NDD STRING
No APOE",Random Forest,0.40625,0.476190476190476,0.555555555555556,0.512820512820513,0.406746031746032,"[[ 3 11]
 [ 8 10]]",BEST,12,3,15,0.8333333333,0.1428571429
PET&DX,"NDD STRING
No APOE",SVM Linear,0.46875,0.526315789473684,0.555555555555556,0.54054054054054,0.388888888888889,"[[ 5  9]
 [ 8 10]]",BEST,9,8,10,0.5555555556,0.3571428571
PET&DX,"NDD STRING
No APOE",SVM RBF,0.5625,0.5625,1,0.72,0.325396825396825,"[[ 0 14]
 [ 0 18]]",BEST,14,0,18,1,0
PET&DX,"NDD STRING
No APOE",Logistic Regression,0.46875,0.526315789473684,0.555555555555556,0.54054054054054,0.452380952380952,"[[ 5  9]
 [ 8 10]]",BASE,9,8,10,0.5555555556,0.3571428571
PET&DX,AD STRING,GNN GraphGym,0.5625,0.5625,1,0.72,0.6825,"[[ 0  14], [ 0 18]]",0,14,0,18,1,0
PET&DX,AD STRING,GNN GraphGym,0.5938,0.619,0.7222,0.6667,0.7302,"[[ 6  8], [ 5 13]]",6,8,5,13,0.7222222222,0.4285714286
PET&DX,AD STRING,GNN GraphGym,0.5938,0.6087,0.7778,0.6829,0.7143,"[[ 5  9], [ 4 14]]",5,9,4,14,0.7777777778,0.3571428571
PET&DX,NDD STRING,GNN GraphGym,0.6562,0.8182,0.5,0.6207,0.7937,"[[ 12  2], [ 9    9]]",12,2,9,9,0.5,0.8571428571
PET&DX,NDD STRING,GNN GraphGym,0.7812,0.7895,0.8333,0.8108,0.8532,"[[ 10  4], [ 3 15]]",10,4,3,15,0.8333333333,0.7142857143
PET&DX,NDD STRING,GNN GraphGym,0.5938,0.6316,0.6667,0.6486,0.6389,"[[ 7  7], [ 6 12]]",7,7,6,12,0.6666666667,0.5
PET&DX,"AD STRING
No APOE",GNN GraphGym,0.6562,0.64,0.8889,0.7442,0.5992,"[[5, 9],[2, 16]]",5,9,2,16,0.8888888889,0.3571428571
PET&DX,"AD STRING
No APOE",GNN GraphGym,0.5625,0.5625,1,0.72,0.4048,"[[0, 14],[0, 18]]",0,14,0,18,1,0
PET&DX,"AD STRING
No APOE",GNN GraphGym,0.4375,0,0,0,0.5635,"[[14, 0],[18, 0]]",14,0,18,0,0,1
PET&DX,"NDD STRING
No APOE",GNN GraphGym,0.5625,0.5625,1,0.72,0.3413,"[[0, 14],[0, 18]]",0,14,0,18,1,0
PET&DX,"NDD STRING
No APOE",GNN GraphGym,0.4375,0.5,0.6667,0.5714,0.3452,"[[2, 12],[6, 12]]",2,12,6,12,0.6666666667,0.1428571429
PET&DX,"NDD STRING
No APOE",GNN GraphGym,0.5625,0.5625,1,0.72,0.373,"[[0, 14],[0, 18]]",0,14,0,18,1,0
PET&DX,Only APOE,Logistic Regression,0.75,0.7272,0.8888,0.7999,0.6825,"[[8 6], [2 16]]",8,6,2,16,0.8888888889,0.5714285714
