285590	9806	1
285590	84159	1
285590	183	1
285590	5340	1
285590	1386	1
285590	1285	1
285590	351	1
285590	80781	1
285590	11047	1
285590	7042	1
285590	4763	1
285590	22976	1
285590	2670	1
285590	322	1
285590	6423	1
285590	1435	1
285590	1288	1
285590	2022	1
285590	538	1
285590	5156	1
285590	79875	1
285590	3913	1
285590	7143	1
285590	7046	1
285590	4041	1
285590	1278	1
285590	6597	1
285590	7101	1
285590	3491	1
285590	7428	1
285590	334	1
285590	5747	1
285590	1471	1
285590	1803	1
285590	323	1
285590	5467	1
285590	2683	1
285590	59350	1
285590	8985	1
285590	3398	1
285590	5268	1
285590	2280	1
285590	51144	1
285590	302	1
285590	64094	1
285590	1289	1
285590	1286	1
285590	140766	1
285590	30812	1
285590	3915	1
285590	4791	1
285590	7148	1
285590	871	1
285590	2192	1
285590	8434	1
285590	3958	1
285590	6692	1
285590	11285	1
285590	4629	1
285590	5033	1
9806	183	1
9806	5340	1
9806	1285	1
9806	351	1
9806	80781	1
9806	7042	1
9806	4763	1
9806	2670	1
9806	322	1
9806	6423	1
9806	1435	1
9806	1288	1
9806	2022	1
9806	538	1
9806	5156	1
9806	79875	1
9806	3913	1
9806	7143	1
9806	7046	1
9806	1278	1
9806	6597	1
9806	7101	1
9806	3491	1
9806	7428	1
9806	334	1
9806	5747	1
9806	1471	1
9806	1803	1
9806	323	1
9806	5467	1
9806	2683	1
9806	59350	1
9806	8985	1
9806	5268	1
9806	2280	1
9806	51144	1
9806	302	1
9806	64094	1
9806	1289	1
9806	1286	1
9806	140766	1
9806	3915	1
9806	4791	1
9806	7148	1
9806	871	1
9806	2192	1
9806	8434	1
9806	3958	1
9806	6692	1
9806	11285	1
9806	4629	1
9806	5033	1
9806	4851	1
9806	3655	1
9806	10018	1
9806	5879	1
9806	3717	1
9806	1499	1
9806	395	1
9806	7301	1
9806	2932	1
9806	1020	1
9806	3911	1
9806	1490	1
9806	9480	1
9806	10395	1
9806	83700	1
9806	1029	1
9806	88	1
9806	5728	1
9806	7057	1
9806	5295	1
9806	89	1
9806	5581	1
9806	11151	1
9806	8754	1
9806	23499	1
9806	57669	1
9806	50515	1
9806	1012	1
9806	3688	1
9806	51330	1
9806	2199	1
9806	285	1
9806	7402	1
9806	7248	1
9806	9341	1
9806	1896	1
9806	8324	1
9806	5829	1
9806	604	1
9806	284	1
9806	5921	1
9806	2335	1
9806	387	1
9806	2621	1
9806	5291	1
9806	3987	1
9806	54822	1
9806	10174	1
9806	672	1
9806	5796	1
9806	9469	1
9806	7448	1
9806	5328	1
9806	80725	1
9806	1942	1
9806	8322	1
9806	10580	1
9806	9344	1
9806	4059	1
9806	84168	1
9806	50509	1
9806	3912	1
9806	9270	1
9806	140885	1
9806	780	1
9806	87	1
9806	29940	1
9806	55790	1
9806	22856	1
9806	56548	1
9806	1634	1
9806	55501	1
9806	166012	1
9806	50859	1
84159	183	1
84159	7042	1
84159	6423	1
84159	1435	1
84159	5156	1
84159	30812	1
84159	10018	1
84159	2668	1
84159	2263	1
84159	6622	1
84159	5629	1
84159	6299	1
84159	2255	1
84159	51176	1
84159	6422	1
84159	2254	1
84159	5950	1
84159	54997	1
84159	190	1
84159	2627	1
84159	9510	1
84159	658	1
84159	1081	1
84159	7482	1
84159	650	1
84159	6092	1
84159	3815	1
84159	2152	1
84159	5077	1
84159	122042	1
84159	10468	1
84159	2516	1
84159	9965	1
84159	7852	1
84159	5081	1
84159	6387	1
84159	5308	1
84159	429	1
84159	8828	1
84159	56034	1
84159	10512	1
84159	9839	1
84159	6405	1
84159	4638	1
84159	154796	1
